,arch_id,n,d,gbs,lr,train_loss,val_loss,cluster,time_last_mod
258,gdn,50M,3.0B,32,0.004,3.48553204536438,3.421074355903425,mpi,2026-06-25 08:29:12
259,gdn,50M,1.0B,32,0.004,3.518906831741333,3.5360404660827234,mpi,2026-06-25 13:16:16
260,gdn,50M,1.0B,32,0.002,3.509629726409912,3.526977151632309,mpi,2026-06-25 13:17:33
261,gdn,50M,3.0B,32,0.002,3.4685378074645996,3.4019264327852348,mpi,2026-06-25 08:29:39
262,gdn,50M,0.5B,32,0.002,3.6822025775909424,3.6437233341367623,mpi,2026-06-25 13:14:49
263,gdn,50M,1.0B,32,0.001,3.518312692642212,3.531419012107347,mpi,2026-06-25 13:24:29
264,gdn,50M,3.0B,32,0.001,3.467417001724243,3.3986264090788993,mpi,2026-06-25 10:06:05
265,gdn,50M,0.5B,32,0.001,3.7063841819763184,3.6633330128694834,mpi,2026-06-25 13:16:09
266,gdn,50M,0.5B,32,0.0005,3.767601728439331,3.7339210933760594,mpi,2026-06-25 13:16:01
267,gdn,50M,3.0B,32,0.0005,3.4749233722686768,3.4108195477410366,mpi,2026-06-25 10:00:47
268,gdn,50M,1.0B,32,0.0005,3.5513088703155518,3.5661202763256274,mpi,2026-06-25 13:24:15
269,gdn,50M,1.0B,32,0.00025,3.633768081665039,3.6464102111364665,mpi,2026-06-25 13:24:45
270,gdn,50M,3.0B,32,0.00025,3.5075552463531494,3.4416055271500037,mpi,2026-06-25 09:50:23
271,gdn,50M,0.5B,32,0.00025,3.9233200550079346,3.8832351863384247,mpi,2026-06-25 13:16:02
272,gdn,50M,1.0B,32,0.008,3.5562307834625244,3.574270568395916,mpi,2026-06-25 13:16:13
273,gdn,50M,3.0B,32,0.008,3.531480550765991,3.463170622524462,mpi,2026-06-25 08:29:29
274,gdn,50M,0.5B,32,0.008,3.7151803970336914,3.6677531380402413,mpi,2026-06-25 13:11:35
275,gdn,20M,1.0B,16,0.004,3.8048906326293945,3.7635367221519593,mpi,2026-06-25 06:34:39
276,gdn,20M,0.5B,16,0.004,3.9368770122528076,3.840777415916568,mpi,2026-06-25 13:10:38
277,gdn,20M,1.0B,16,0.002,3.7874724864959717,3.7464522940213563,mpi,2026-06-25 06:34:50
278,gdn,20M,0.5B,16,0.002,3.9233558177948,3.82891704059038,mpi,2026-06-25 13:10:37
279,gdn,20M,1.0B,16,0.001,3.782851457595825,3.746990382085081,mpi,2026-06-25 06:34:53
280,gdn,20M,0.5B,16,0.001,3.9315383434295654,3.834669496974007,mpi,2026-06-25 13:10:35
281,gdn,20M,1.0B,16,0.0005,3.8121883869171143,3.769174822822946,mpi,2026-06-25 06:35:18
282,gdn,20M,0.5B,16,0.0005,3.9708776473999023,3.8769079333446066,mpi,2026-06-25 13:13:28
283,gdn,20M,1.0B,16,0.00025,3.8482820987701416,3.809510793842253,mpi,2026-06-25 06:34:47
284,gdn,20M,0.5B,16,0.00025,4.050987243652344,3.959552354499942,mpi,2026-06-25 13:12:28
285,gdn,20M,1.0B,16,0.008,3.8350765705108643,3.7987747958449067,mpi,2026-06-25 06:35:15
286,gdn,20M,0.5B,16,0.008,3.9707517623901367,3.8782411121931233,mpi,2026-06-25 13:10:28
287,gdn,20M,1.0B,32,0.004,3.741896867752075,3.750516718939731,mpi,2026-06-25 13:11:42
288,gdn,20M,3.0B,32,0.004,3.7160685062408447,3.65498475181429,mpi,2026-06-25 08:12:42
289,gdn,20M,0.5B,32,0.004,3.8735482692718506,3.835253058295501,mpi,2026-06-25 13:12:14
290,gdn,20M,1.0B,32,0.002,3.730743646621704,3.7449863302080253,mpi,2026-06-25 13:18:10
291,gdn,20M,3.0B,32,0.002,3.7145321369171143,3.64897326419228,mpi,2026-06-25 07:07:02
292,gdn,20M,0.5B,32,0.002,3.8701977729797363,3.8376335438929106,mpi,2026-06-25 13:12:15
293,gdn,20M,1.0B,32,0.001,3.7489309310913086,3.756500592357234,mpi,2026-06-25 13:17:58
294,gdn,20M,3.0B,32,0.001,3.713404655456543,3.650839233084729,mpi,2026-06-25 07:13:31
295,gdn,20M,0.5B,32,0.001,3.908238410949707,3.8723269183384743,mpi,2026-06-25 13:08:36
296,gdn,20M,1.0B,32,0.0005,3.7817885875701904,3.7923860644039356,mpi,2026-06-25 13:11:53
297,gdn,20M,3.0B,32,0.0005,3.734619379043579,3.666155252017473,mpi,2026-06-25 07:12:54
298,gdn,20M,0.5B,32,0.0005,3.9783363342285156,3.9404400461598446,mpi,2026-06-25 13:08:06
299,gdn,20M,1.0B,32,0.00025,3.8508501052856445,3.8617372308906757,mpi,2026-06-25 13:12:17
300,gdn,20M,3.0B,32,0.00025,3.754230260848999,3.693802579453117,mpi,2026-06-25 08:12:44
301,gdn,20M,0.5B,32,0.00025,4.1314215660095215,4.093120302024641,mpi,2026-06-25 13:08:48
302,gdn,20M,1.0B,32,0.008,3.7475192546844482,3.757248103618622,mpi,2026-06-25 13:12:27
303,gdn,20M,3.0B,32,0.008,3.7364516258239746,3.672235154791882,mpi,2026-06-25 08:12:05
304,gdn,20M,0.5B,32,0.008,3.8650131225585938,3.8365376105434015,mpi,2026-06-25 13:08:35
305,gdn,300M,1.0B,16,0.004,3.449028968811035,3.407316241498853,mpi,2026-06-25 23:50:58
306,gdn,300M,0.5B,16,0.004,3.612394332885742,3.50784089213512,mpi,2026-06-26 23:15:04
307,gdn,300M,1.0B,16,0.002,3.3948862552642822,3.3572828308480687,mpi,2026-06-25 21:24:28
308,gdn,300M,0.5B,16,0.002,3.5738120079040527,3.4736802163671276,mpi,2026-06-26 23:05:06
309,gdn,300M,1.0B,16,0.001,3.3774287700653076,3.3379527084162977,mpi,2026-06-25 23:47:54
310,gdn,300M,0.5B,16,0.001,3.5756776332855225,3.4673640446584733,mpi,2026-06-26 23:03:48
311,gdn,300M,1.0B,16,0.0005,3.372041702270508,3.3329605172892087,mpi,2026-06-25 23:51:07
312,gdn,300M,0.5B,16,0.0005,3.5742578506469727,3.4647033011327024,mpi,2026-06-22 02:36:20
313,gdn,300M,1.0B,16,0.00025,3.388791561126709,3.355767195342017,mpi,2026-06-25 23:38:21
314,gdn,300M,0.5B,16,0.00025,3.617096424102783,3.520492359849273,mpi,2026-06-22 02:36:27
315,gdn,300M,1.0B,16,0.008,3.5493814945220947,3.505917781298278,mpi,2026-06-25 23:51:28
316,gdn,300M,0.5B,16,0.008,3.6948976516723633,3.5902854075197315,mpi,2026-06-26 23:14:13
317,gdn,300M,1.0B,32,0.004,3.2115161418914795,3.3016152084850874,mpi,2026-06-26 23:42:00
318,gdn,300M,3.0B,32,0.004,3.1877341270446777,3.171966104820126,mpi,2026-06-26 10:58:23
319,gdn,300M,0.5B,32,0.004,3.530578136444092,3.422423577699505,mpi,2026-06-26 23:16:02
320,gdn,300M,1.0B,32,0.002,3.178300380706787,3.280202724894539,mpi,2026-06-26 23:40:05
321,gdn,300M,3.0B,32,0.002,3.142749309539795,3.1324427589041286,mpi,2026-06-26 11:02:22
322,gdn,300M,0.5B,32,0.002,3.492342710494995,3.3959937080008085,mpi,2026-06-22 02:32:13
323,gdn,300M,1.0B,32,0.001,3.166698455810547,3.266244529505245,mpi,2026-06-22 02:30:25
324,gdn,300M,3.0B,32,0.001,3.1341068744659424,3.116582998682241,mpi,2026-06-26 08:55:22
325,gdn,300M,0.5B,32,0.001,3.524040937423706,3.420770683444914,mpi,2026-06-26 23:05:45
326,gdn,300M,1.0B,32,0.0005,3.187387228012085,3.291607788742566,mpi,2026-06-26 23:19:45
327,gdn,300M,3.0B,32,0.0005,3.134793281555176,3.1161818465248485,mpi,2026-06-26 10:52:03
328,gdn,300M,0.5B,32,0.0005,3.5534708499908447,3.456516616852557,mpi,2026-06-26 23:14:45
329,gdn,300M,1.0B,32,0.00025,3.2495205402374268,3.3431043015151727,mpi,2026-06-26 23:39:43
330,gdn,300M,3.0B,32,0.00025,3.1532530784606934,3.1344850587063147,mpi,2026-06-26 02:05:28
331,gdn,300M,0.5B,32,0.00025,3.6479618549346924,3.553457351590766,mpi,2026-06-26 23:15:05
332,gdn,300M,1.0B,32,0.008,3.2613792419433594,3.3577209488290256,mpi,2026-06-26 23:19:45
333,gdn,300M,3.0B,32,0.008,3.263575553894043,3.2497449570014827,mpi,2026-06-26 11:02:01
334,gdn,300M,0.5B,32,0.008,3.5673139095306396,3.462975904589794,mpi,2026-06-26 23:13:09
